PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22399462","Evolution of viral genomes: interplay between selection, recombination, and other forces","Pond SL, Murrell B, Poon AF.","Methods Mol Biol. 2012;856:239-72. doi: 10.1007/978-1-61779-585-5_10.","Pond SL","Methods Mol Biol","2012","2012/03/09",',',"10.1007/978-1-61779-585-5_10"
"19797047","Phylodynamics of infectious disease epidemics","Volz EM, Kosakovsky Pond SL, Ward MJ, Leigh Brown AJ, Frost SD.","Genetics. 2009 Dec;183(4):1421-30. doi: 10.1534/genetics.109.106021. Epub 2009 Sep 21.","Volz EM","Genetics","2009","2009/10/03","PMC2787429",',"10.1534/genetics.109.106021"
"37738247","Recommendations on data sharing in HIV drug resistance research","Inzaule SC, Siedner MJ, Little SJ, Avila-Rios S, Ayitewala A, Bosch RJ, Calvez V, Ceccherini-Silberstein F, Charpentier C, Descamps D, Eshleman SH, Fokam J, Frenkel LM, Gupta RK, Ioannidis JPA, Kaleebu P, Kantor R, Kassaye SG, Kosakovsky Pond SL, Kouamou V, Kouyos RD, Kuritzkes DR, Lessells R, Marcelin AG, Mbuagbaw L, Minalga B, Ndembi N, Neher RA, Paredes R, Pillay D, Raizes EG, Rhee SY, Richman DD, Ruxrungtham K, Sabeti PC, Schapiro JM, Sirivichayakul S, Steegen K, Sugiura W, van Zyl GU, Vandamme AM, Wensing AMJ, Wertheim JO, Gunthard HF, Jordan MR, Shafer RW.","PLoS Med. 2023 Sep 22;20(9):e1004293. doi: 10.1371/journal.pmed.1004293. eCollection 2023 Sep.","Inzaule SC","PLoS Med","2023","2023/09/22","PMC10558071",',"10.1371/journal.pmed.1004293"
"20009919","Protease polymorphisms in HIV-1 subtype CRF01_AE represent selection by antiretroviral therapy and host immune pressure","Manosuthi W, Butler DM, Pérez-Santiago J, Poon AF, Pillai SK, Mehta SR, Pacold ME, Richman DD, Pond SK, Smith DM.","AIDS. 2010 Jan 28;24(3):411-6. doi: 10.1097/QAD.0b013e3283350eef.","Manosuthi W","AIDS","2010","2009/12/17","PMC2913588","NIHMS223527","10.1097/QAD.0b013e3283350eef"
"36322581","RASCL: Rapid Assessment of Selection in CLades through molecular sequence analysis","Lucaci AG, Zehr JD, Shank SD, Bouvier D, Ostrovsky A, Mei H, Nekrutenko A, Martin DP, Kosakovsky Pond SL.","PLoS One. 2022 Nov 2;17(11):e0275623. doi: 10.1371/journal.pone.0275623. eCollection 2022.","Lucaci AG","PLoS One","2022","2022/11/02","PMC9629619",',"10.1371/journal.pone.0275623"
"34588690","Ready-to-use public infrastructure for global SARS-CoV-2 monitoring","Maier W, Bray S, van den Beek M, Bouvier D, Coraor N, Miladi M, Singh B, De Argila JR, Baker D, Roach N, Gladman S, Coppens F, Martin DP, Lonie A, Grüning B, Kosakovsky Pond SL, Nekrutenko A.","Nat Biotechnol. 2021 Oct;39(10):1178-1179. doi: 10.1038/s41587-021-01069-1.","Maier W","Nat Biotechnol","2021","2021/09/30","PMC8845060","NIHMS1774142","10.1038/s41587-021-01069-1"
"35263335","Coronavirus Resistance Database (CoV-RDB): SARS-CoV-2 susceptibility to monoclonal antibodies, convalescent plasma, and plasma from vaccinated persons","Tzou PL, Tao K, Pond SLK, Shafer RW.","PLoS One. 2022 Mar 9;17(3):e0261045. doi: 10.1371/journal.pone.0261045. eCollection 2022.","Tzou PL","PLoS One","2022","2022/03/09","PMC8906623",',"10.1371/journal.pone.0261045"
"35760080","Emergence of SARS-CoV-2 Omicron lineages BA.4 and BA.5 in South Africa","Tegally H, Moir M, Everatt J, Giovanetti M, Scheepers C, Wilkinson E, Subramoney K, Makatini Z, Moyo S, Amoako DG, Baxter C, Althaus CL, Anyaneji UJ, Kekana D, Viana R, Giandhari J, Lessells RJ, Maponga T, Maruapula D, Choga W, Matshaba M, Mbulawa MB, Msomi N; NGS-SA consortium; Naidoo Y, Pillay S, Sanko TJ, San JE, Scott L, Singh L, Magini NA, Smith-Lawrence P, Stevens W, Dor G, Tshiabuila D, Wolter N, Preiser W, Treurnicht FK, Venter M, Chiloane G, McIntyre C, O'Toole A, Ruis C, Peacock TP, Roemer C, Kosakovsky Pond SL, Williamson C, Pybus OG, Bhiman JN, Glass A, Martin DP, Jackson B, Rambaut A, Laguda-Akingba O, Gaseitsiwe S, von Gottberg A, de Oliveira T.","Nat Med. 2022 Sep;28(9):1785-1790. doi: 10.1038/s41591-022-01911-2. Epub 2022 Jun 27.","Tegally H","Nat Med","2022","2022/06/27","PMC9499863",',"10.1038/s41591-022-01911-2"
"22784872","Characterizing HIV transmission networks across the United States","Aldous JL, Pond SK, Poon A, Jain S, Qin H, Kahn JS, Kitahata M, Rodriguez B, Dennis AM, Boswell SL, Haubrich R, Smith DM.","Clin Infect Dis. 2012 Oct;55(8):1135-43. doi: 10.1093/cid/cis612. Epub 2012 Jul 10.","Aldous JL","Clin Infect Dis","2012","2012/07/13","PMC3529609",',"10.1093/cid/cis612"
"29166592","HIV Envelope Glycoform Heterogeneity and Localized Diversity Govern the Initiation and Maturation of a V2 Apex Broadly Neutralizing Antibody Lineage","Landais E, Murrell B, Briney B, Murrell S, Rantalainen K, Berndsen ZT, Ramos A, Wickramasinghe L, Smith ML, Eren K, de Val N, Wu M, Cappelletti A, Umotoy J, Lie Y, Wrin T, Algate P, Chan-Hui PY, Karita E; IAVI Protocol C Investigators; IAVI African HIV Research Network; Ward AB, Wilson IA, Burton DR, Smith D, Pond SLK, Poignard P.","Immunity. 2017 Nov 21;47(5):990-1003.e9. doi: 10.1016/j.immuni.2017.11.002.","Landais E","Immunity","2017","2017/11/23","PMC5736302","NIHMS922223","10.1016/j.immuni.2017.11.002"
"28667529","Unbiased RACE-Based Massive Parallel Surveys of Human IgA Antibody Repertoires","El Bannoudi H, Anquetil C, Braunstein MJ, Pond SLK, Silverman GJ.","Methods Mol Biol. 2017;1643:45-73. doi: 10.1007/978-1-4939-7180-0_5.","El Bannoudi H","Methods Mol Biol","2017","2017/07/02",',',"10.1007/978-1-4939-7180-0_5"
"38077089","The Complete Sequence and Comparative Analysis of Ape Sex Chromosomes","Makova KD, Pickett BD, Harris RS, Hartley GA, Cechova M, Pal K, Nurk S, Yoo D, Li Q, Hebbar P, McGrath BC, Antonacci F, Aubel M, Biddanda A, Borchers M, Bomberg E, Bouffard GG, Brooks SY, Carbone L, Carrel L, Carroll A, Chang PC, Chin CS, Cook DE, Craig SJC, de Gennaro L, Diekhans M, Dutra A, Garcia GH, Grady PGS, Green RE, Haddad D, Hallast P, Harvey WT, Hickey G, Hillis DA, Hoyt SJ, Jeong H, Kamali K, Kosakovsky Pond SL, LaPolice TM, Lee C, Lewis AP, Loh YE, Masterson P, McCoy RC, Medvedev P, Miga KH, Munson KM, Pak E, Paten B, Pinto BJ, Potapova T, Rhie A, Rocha JL, Ryabov F, Ryder OA, Sacco S, Shafin K, Shepelev VA, Slon V, Solar SJ, Storer JM, Sudmant PH, Sweetalana, Sweeten A, Tassia MG, Thibaud-Nissen F, Ventura M, Wilson MA, Young AC, Zeng H, Zhang X, Szpiech ZA, Huber CD, Gerton JL, Yi SV, Schatz MC, Alexandrov IA, Koren S, O'Neill RJ, Eichler E, Phillippy AM.","bioRxiv [Preprint]. 2023 Dec 1:2023.11.30.569198. doi: 10.1101/2023.11.30.569198.","Makova KD","bioRxiv","2023","2023/12/11","PMC10705393",',"10.1101/2023.11.30.569198"
"35752633","Detection of SARS-CoV-2 intra-host recombination during superinfection with Alpha and Epsilon variants in New York City","Wertheim JO, Wang JC, Leelawong M, Martin DP, Havens JL, Chowdhury MA, Pekar JE, Amin H, Arroyo A, Awandare GA, Chow HY, Gonzalez E, Luoma E, Morang'a CM, Nekrutenko A, Shank SD, Silver S, Quashie PK, Rakeman JL, Ruiz V, Torian LV, Vasylyeva TI, Kosakovsky Pond SL, Hughes S.","Nat Commun. 2022 Jun 25;13(1):3645. doi: 10.1038/s41467-022-31247-x.","Wertheim JO","Nat Commun","2022","2022/06/25","PMC9233664",',"10.1038/s41467-022-31247-x"
"34537136","The emergence and ongoing convergent evolution of the SARS-CoV-2 N501Y lineages","Martin DP, Weaver S, Tegally H, San JE, Shank SD, Wilkinson E, Lucaci AG, Giandhari J, Naidoo S, Pillay Y, Singh L, Lessells RJ; NGS-SA; COVID-19 Genomics UK (COG-UK); Gupta RK, Wertheim JO, Nekturenko A, Murrell B, Harkins GW, Lemey P, MacLean OA, Robertson DL, de Oliveira T, Kosakovsky Pond SL.","Cell. 2021 Sep 30;184(20):5189-5200.e7. doi: 10.1016/j.cell.2021.09.003. Epub 2021 Sep 7.","Martin DP","Cell","2021","2021/09/19","PMC8421097",',"10.1016/j.cell.2021.09.003"
"33998095","Ancestral transoceanic colonization and recent population reduction in a nonannual killifish from the Seychelles archipelago","Cui R, Tyers AM, Malubhoy ZJ, Wisotsky S, Valdesalici S, Henriette E, Kosakovsky Pond SL, Valenzano DR.","Mol Ecol. 2021 Jul;30(14):3610-3623. doi: 10.1111/mec.15982. Epub 2021 Jun 10.","Cui R","Mol Ecol","2021","2021/05/17",',',"10.1111/mec.15982"
"38422171","The timing of HIV-1 infection of cells that persist on therapy is not strongly influenced by replication competency or cellular tropism of the provirus","Joseph SB, Abrahams MR, Moeser M, Tyers L, Archin NM, Council OD, Sondgeroth A, Spielvogel E, Emery A, Zhou S, Doolabh D, Ismail SD, Karim SA, Margolis DM, Pond SK, Garrett N, Swanstrom R, Williamson C.","PLoS Pathog. 2024 Feb 29;20(2):e1011974. doi: 10.1371/journal.ppat.1011974. eCollection 2024 Feb.","Joseph SB","PLoS Pathog","2024","2024/02/29","PMC10931466",',"10.1371/journal.ppat.1011974"
"23596293","A case for the ancient origin of coronaviruses","Wertheim JO, Chu DK, Peiris JS, Kosakovsky Pond SL, Poon LL.","J Virol. 2013 Jun;87(12):7039-45. doi: 10.1128/JVI.03273-12. Epub 2013 Apr 17.","Wertheim JO","J Virol","2013","2013/04/19","PMC3676139",',"10.1128/JVI.03273-12"
"19605579","Detection in 2009 of the swine origin influenza A (H1N1) virus by a subtyping microarray","Lu Q, Zhang XQ, Pond SL, Reed S, Schooley RT, Liu YT.","J Clin Microbiol. 2009 Sep;47(9):3060-1. doi: 10.1128/JCM.01243-09. Epub 2009 Jul 15.","Lu Q","J Clin Microbiol","2009","2009/07/17","PMC2738120",',"10.1128/JCM.01243-09"
"34555124","Characterization of changes in the hemagglutinin that accompanied the emergence of H3N2/1968 pandemic influenza viruses","West J, Röder J, Matrosovich T, Beicht J, Baumann J, Mounogou Kouassi N, Doedt J, Bovin N, Zamperin G, Gastaldelli M, Salviato A, Bonfante F, Kosakovsky Pond S, Herfst S, Fouchier R, Wilhelm J, Klenk HD, Matrosovich M.","PLoS Pathog. 2021 Sep 23;17(9):e1009566. doi: 10.1371/journal.ppat.1009566. eCollection 2021 Sep.","West J","PLoS Pathog","2021","2021/09/23","PMC8491938",',"10.1371/journal.ppat.1009566"
"33688664","Genomics and epidemiology of a novel SARS-CoV-2 lineage in Manaus, Brazil","Faria NR, Mellan TA, Whittaker C, Claro IM, Candido DDS, Mishra S, Crispim MAE, Sales FC, Hawryluk I, McCrone JT, Hulswit RJG, Franco LAM, Ramundo MS, de Jesus JG, Andrade PS, Coletti TM, Ferreira GM, Silva CAM, Manuli ER, Pereira RHM, Peixoto PS, Kraemer MU, Gaburo N Jr, Camilo CDC, Hoeltgebaum H, Souza WM, Rocha EC, de Souza LM, de Pinho MC, Araujo LJT, Malta FSV, de Lima AB, Silva JDP, Zauli DAG, de S Ferreira AC, Schnekenberg RP, Laydon DJ, Walker PGT, Schlüter HM, Dos Santos ALP, Vidal MS, Del Caro VS, Filho RMF, Dos Santos HM, Aguiar RS, Modena JLP, Nelson B, Hay JA, Monod M, Miscouridou X, Coupland H, Sonabend R, Vollmer M, Gandy A, Suchard MA, Bowden TA, Pond SLK, Wu CH, Ratmann O, Ferguson NM, Dye C, Loman NJ, Lemey P, Rambaut A, Fraiji NA, Carvalho MDPSS, Pybus OG, Flaxman S, Bhatt S, Sabino EC.","medRxiv [Preprint]. 2021 Mar 3:2021.02.26.21252554. doi: 10.1101/2021.02.26.21252554.","Faria NR","medRxiv","2021","2021/03/10","PMC7941639",',"10.1101/2021.02.26.21252554"
"35632597","Recent Zoonotic Spillover and Tropism Shift of a Canine Coronavirus Is Associated with Relaxed Selection and Putative Loss of Function in NTD Subdomain of Spike Protein","Zehr JD, Pond SLK, Martin DP, Ceres K, Whittaker GR, Millet JK, Goodman LB, Stanhope MJ.","Viruses. 2022 Apr 21;14(5):853. doi: 10.3390/v14050853.","Zehr JD","Viruses","2022","2022/05/28","PMC9145938",',"10.3390/v14050853"
"27403940","Viral Evolution and Cytotoxic T Cell Restricted Selection in Acute Infant HIV-1 Infection","Garcia-Knight MA, Slyker J, Payne BL, Pond SL, de Silva TI, Chohan B, Khasimwa B, Mbori-Ngacha D, John-Stewart G, Rowland-Jones SL, Esbjörnsson J.","Sci Rep. 2016 Jul 12;6:29536. doi: 10.1038/srep29536.","Garcia-Knight MA","Sci Rep","2016","2016/07/13","PMC4941567",',"10.1038/srep29536"
"20977301","The relatedness of HIV epidemics in the United States-Mexico border region","Mehta SR, Delport W, Brouwer KC, Espitia S, Patterson T, Pond SK, Strathdee SA, Smith DM.","AIDS Res Hum Retroviruses. 2010 Dec;26(12):1273-7. doi: 10.1089/aid.2010.0021. Epub 2010 Oct 26.","Mehta SR","AIDS Res Hum Retroviruses","2010","2010/10/28","PMC3011998",',"10.1089/aid.2010.0021"
"15650198","Semen-specific genetic characteristics of human immunodeficiency virus type 1 env","Pillai SK, Good B, Pond SK, Wong JK, Strain MC, Richman DD, Smith DM.","J Virol. 2005 Feb;79(3):1734-42. doi: 10.1128/JVI.79.3.1734-1742.2005.","Pillai SK","J Virol","2005","2005/01/15","PMC544119",',"10.1128/JVI.79.3.1734-1742.2005"
"22045341","Clinical, virologic, and immunologic correlates of HIV-1 intraclade B dual infection among men who have sex with men","Pacold ME, Pond SL, Wagner GA, Delport W, Bourque DL, Richman DD, Little SJ, Smith DM.","AIDS. 2012 Jan 14;26(2):157-65. doi: 10.1097/QAD.0b013e32834dcd26.","Pacold ME","AIDS","2012","2011/11/03","PMC3807679","NIHMS507904","10.1097/QAD.0b013e32834dcd26"
"33828543","Molecular Evolution of Human Norovirus GII.2 Clusters","Li X, Liu H, Rife Magalis B, Kosakovsky Pond SL, Volz EM.","Front Microbiol. 2021 Mar 22;12:655567. doi: 10.3389/fmicb.2021.655567. eCollection 2021.","Li X","Front Microbiol","2021","2021/04/08","PMC8019798",',"10.3389/fmicb.2021.655567"
"40359087","Nationwide Implementation of HIV Molecular Cluster Detection by Centers for Disease Control and Prevention and State and Local Health Departments, United States","France AM, Hallmark CJ, Panneer N, Billock R, Russell OO, Plaster M, Alberti J, Nuthan F, Saduvala N, Philpott D, Ocfemia MCB, Cope S, Hernandez AL, Pond SLK, Wertheim JO, Weaver S, Khader S, Johnson K, Oster AM.","Emerg Infect Dis. 2025 May;31(13):80-88. doi: 10.3201/eid3113.241143.","France AM","Emerg Infect Dis","2025","2025/05/13","PMC12078553",',"10.3201/eid3113.241143"
"17551583","HIV-specific probabilistic models of protein evolution","Nickle DC, Heath L, Jensen MA, Gilbert PB, Mullins JI, Kosakovsky Pond SL.","PLoS One. 2007 Jun 6;2(6):e503. doi: 10.1371/journal.pone.0000503.","Nickle DC","PLoS One","2007","2007/06/07","PMC1876811",',"10.1371/journal.pone.0000503"
"39567489","Ecological diversification of sea catfishes is accompanied by genome-wide signatures of positive selection","Rincon-Sandoval M, De-Kayne R, Shank SD, Pirro S, Ko'ou A, Abueg L, Tracey A, Mountcastle J, O'Toole B, Balacco J, Formenti G, Jarvis ED, Arcila D, Kosakovsky Pond SL, Davis A, Bloom DD, Betancur-R R.","Nat Commun. 2024 Nov 20;15(1):10040. doi: 10.1038/s41467-024-54184-3.","Rincon-Sandoval M","Nat Commun","2024","2024/11/20","PMC11579386",',"10.1038/s41467-024-54184-3"
"17238283","Evolutionary interactions between N-linked glycosylation sites in the HIV-1 envelope","Poon AF, Lewis FI, Pond SL, Frost SD.","PLoS Comput Biol. 2007 Jan 19;3(1):e11. doi: 10.1371/journal.pcbi.0030011. Epub 2006 Dec 8.","Poon AF","PLoS Comput Biol","2007","2007/01/24","PMC1779302",',"10.1371/journal.pcbi.0030011"
"24607769","Neuropathy- and myopathy-associated mutations in human small heat shock proteins: Characteristics and evolutionary history of the mutation sites","Benndorf R, Martin JL, Kosakovsky Pond SL, Wertheim JO.","Mutat Res Rev Mutat Res. 2014 Jul-Sep;761:15-30. doi: 10.1016/j.mrrev.2014.02.004. Epub 2014 Mar 6.","Benndorf R","Mutat Res Rev Mutat Res","2014","2014/03/11","PMC4157968","NIHMS574078","10.1016/j.mrrev.2014.02.004"
"33972434","Weak selection on synonymous codons substantially inflates dN/dS estimates in bacteria","Rahman S, Kosakovsky Pond SL, Webb A, Hey J.","Proc Natl Acad Sci U S A. 2021 May 18;118(20):e2023575118. doi: 10.1073/pnas.2023575118.","Rahman S","Proc Natl Acad Sci U S A","2021","2021/05/11","PMC8157954",',"10.1073/pnas.2023575118"
"36597548","Viral genome sequence datasets display pervasive evidence of strand-specific substitution biases that are best described using non-reversible nucleotide substitution models","Sianga-Mete R, Hartnady P, Mandikumba WC, Rutherford K, Currin CB, Phelanyane F, Stefan S, Kosakovsky Pond SL, Martin DP.","Res Sq [Preprint]. 2022 Dec 29:rs.3.rs-2407778. doi: 10.21203/rs.3.rs-2407778/v1.","Sianga-Mete R","Res Sq","2022","2023/01/04","PMC9810213",',"10.21203/rs.3.rs-2407778/v1"
"38947939","AOC: Analysis of Orthologous Collections - an application for the characterization of natural selection in protein-coding sequences","Lucaci AG, Pond SLK.","ArXiv [Preprint]. 2024 Jun 13:arXiv:2406.09522v1.","Lucaci AG","ArXiv","2024","2024/07/01","PMC11213150",','
"19331584","Are all subtypes created equal? The effectiveness of antiretroviral therapy against non-subtype B HIV-1","Kosakovsky Pond SL, Smith DM.","Clin Infect Dis. 2009 May 1;48(9):1306-9. doi: 10.1086/598503.","Kosakovsky Pond SL","Clin Infect Dis","2009","2009/04/01","PMC3052852","NIHMS277107","10.1086/598503"
"33711070","Extra base hits: Widespread empirical support for instantaneous multiple-nucleotide changes","Lucaci AG, Wisotsky SR, Shank SD, Weaver S, Kosakovsky Pond SL.","PLoS One. 2021 Mar 12;16(3):e0248337. doi: 10.1371/journal.pone.0248337. eCollection 2021.","Lucaci AG","PLoS One","2021","2021/03/12","PMC7954308",',"10.1371/journal.pone.0248337"
"16735456","Genetic attributes of cerebrospinal fluid-derived HIV-1 env","Pillai SK, Pond SL, Liu Y, Good BM, Strain MC, Ellis RJ, Letendre S, Smith DM, Günthard HF, Grant I, Marcotte TD, McCutchan JA, Richman DD, Wong JK.","Brain. 2006 Jul;129(Pt 7):1872-83. doi: 10.1093/brain/awl136. Epub 2006 May 30.","Pillai SK","Brain","2006","2006/06/01",',',"10.1093/brain/awl136"
"25540451","RELAX: detecting relaxed selection in a phylogenetic framework","Wertheim JO, Murrell B, Smith MD, Kosakovsky Pond SL, Scheffler K.","Mol Biol Evol. 2015 Mar;32(3):820-32. doi: 10.1093/molbev/msu400. Epub 2014 Dec 23.","Wertheim JO","Mol Biol Evol","2015","2014/12/26","PMC4327161",',"10.1093/molbev/msu400"
"22807683","Detecting individual sites subject to episodic diversifying selection","Murrell B, Wertheim JO, Moola S, Weighill T, Scheffler K, Kosakovsky Pond SL.","PLoS Genet. 2012;8(7):e1002764. doi: 10.1371/journal.pgen.1002764. Epub 2012 Jul 12.","Murrell B","PLoS Genet","2012","2012/07/19","PMC3395634",',"10.1371/journal.pgen.1002764"
"27536983","HIV-associated neurocognitive disorder is associated with HIV-1 dual infection","Wagner GA, Chaillon A, Liu S, Franklin DR Jr, Caballero G, Kosakovsky Pond SL, Vaida F, Heaton RK, Letendre SL, Grant I, Richman DD, Smith DM.","AIDS. 2016 Nov 13;30(17):2591-2597. doi: 10.1097/QAD.0000000000001237.","Wagner GA","AIDS","2016","2016/08/19","PMC5083206","NIHMS814762","10.1097/QAD.0000000000001237"
"17465674","Coping with viral diversity in HIV vaccine design","Nickle DC, Rolland M, Jensen MA, Pond SL, Deng W, Seligman M, Heckerman D, Mullins JI, Jojic N.","PLoS Comput Biol. 2007 Apr 27;3(4):e75. doi: 10.1371/journal.pcbi.0030075.","Nickle DC","PLoS Comput Biol","2007","2007/05/01","PMC1857809",',"10.1371/journal.pcbi.0030075"
"19738904","Parsing social network survey data from hidden populations using stochastic context-free grammars","Poon AF, Brouwer KC, Strathdee SA, Firestone-Cruz M, Lozada RM, Pond SL, Heckathorn DD, Frost SD.","PLoS One. 2009 Sep 7;4(9):e6777. doi: 10.1371/journal.pone.0006777.","Poon AF","PLoS One","2009","2009/09/10","PMC2734164",',"10.1371/journal.pone.0006777"
"31504749","HyPhy 2.5-A Customizable Platform for Evolutionary Hypothesis Testing Using Phylogenies","Kosakovsky Pond SL, Poon AFY, Velazquez R, Weaver S, Hepler NL, Murrell B, Shank SD, Magalis BR, Bouvier D, Nekrutenko A, Wisotsky S, Spielman SJ, Frost SDW, Muse SV.","Mol Biol Evol. 2020 Jan 1;37(1):295-299. doi: 10.1093/molbev/msz197.","Kosakovsky Pond SL","Mol Biol Evol","2020","2019/09/11","PMC8204705",',"10.1093/molbev/msz197"
"35325204","Selection Analysis Identifies Clusters of Unusual Mutational Changes in Omicron Lineage BA.1 That Likely Impact Spike Function","Martin DP, Lytras S, Lucaci AG, Maier W, Grüning B, Shank SD, Weaver S, MacLean OA, Orton RJ, Lemey P, Boni MF, Tegally H, Harkins GW, Scheepers C, Bhiman JN, Everatt J, Amoako DG, San JE, Giandhari J, Sigal A; NGS-SA; Williamson C, Hsiao NY, von Gottberg A, De Klerk A, Shafer RW, Robertson DL, Wilkinson RJ, Sewell BT, Lessells R, Nekrutenko A, Greaney AJ, Starr TN, Bloom JD, Murrell B, Wilkinson E, Gupta RK, de Oliveira T, Kosakovsky Pond SL.","Mol Biol Evol. 2022 Apr 11;39(4):msac061. doi: 10.1093/molbev/msac061.","Martin DP","Mol Biol Evol","2022","2022/03/24","PMC9037384",',"10.1093/molbev/msac061"
"17110367","GARD: a genetic algorithm for recombination detection","Kosakovsky Pond SL, Posada D, Gravenor MB, Woelk CH, Frost SD.","Bioinformatics. 2006 Dec 15;22(24):3096-8. doi: 10.1093/bioinformatics/btl474. Epub 2006 Nov 16.","Kosakovsky Pond SL","Bioinformatics","2006","2006/11/18",',',"10.1093/bioinformatics/btl474"
"37038392","Natural selection differences detected in key protein domains between non-pathogenic and pathogenic feline coronavirus phenotypes","Zehr JD, Kosakovsky Pond SL, Millet JK, Olarte-Castillo XA, Lucaci AG, Shank SD, Ceres KM, Choi A, Whittaker GR, Goodman LB, Stanhope MJ.","Virus Evol. 2023 Mar 15;9(1):vead019. doi: 10.1093/ve/vead019. eCollection 2023.","Zehr JD","Virus Evol","2023","2023/04/11","PMC10082545",',"10.1093/ve/vead019"
"39086842","AUTO-TUNE: selecting the distance threshold for inferring HIV transmission clusters","Weaver S, Dávila Conn VM, Ji D, Verdonk H, Ávila-Ríos S, Leigh Brown AJ, Wertheim JO, Kosakovsky Pond SL.","Front Bioinform. 2024 Jul 10;4:1400003. doi: 10.3389/fbinf.2024.1400003. eCollection 2024.","Weaver S","Front Bioinform","2024","2024/08/01","PMC11289888",',"10.3389/fbinf.2024.1400003"
"38559140","AUTO-TUNE: SELECTING THE DISTANCE THRESHOLD FOR INFERRING HIV TRANSMISSION CLUSTERS","Weaver S, Dávila-Conn V, Ji D, Verdonk H, Ávila-Ríos S, Leigh Brown AJ, Wertheim JO, Kosakovsky Pond SL.","bioRxiv [Preprint]. 2024 Mar 14:2024.03.11.584522. doi: 10.1101/2024.03.11.584522.","Weaver S","bioRxiv","2024","2024/04/01","PMC10979987",',"10.1101/2024.03.11.584522"
"30010850","Growth of HIV-1 Molecular Transmission Clusters in New York City","Wertheim JO, Murrell B, Mehta SR, Forgione LA, Kosakovsky Pond SL, Smith DM, Torian LV.","J Infect Dis. 2018 Nov 5;218(12):1943-1953. doi: 10.1093/infdis/jiy431.","Wertheim JO","J Infect Dis","2018","2018/07/17","PMC6217720",',"10.1093/infdis/jiy431"
"33064823","Contrast-FEL-A Test for Differences in Selective Pressures at Individual Sites among Clades and Sets of Branches","Kosakovsky Pond SL, Wisotsky SR, Escalante A, Magalis BR, Weaver S.","Mol Biol Evol. 2021 Mar 9;38(3):1184-1198. doi: 10.1093/molbev/msaa263.","Kosakovsky Pond SL","Mol Biol Evol","2021","2020/10/16","PMC7947784",',"10.1093/molbev/msaa263"
"24916030","Evolutionary origins of human herpes simplex viruses 1 and 2","Wertheim JO, Smith MD, Smith DM, Scheffler K, Kosakovsky Pond SL.","Mol Biol Evol. 2014 Sep;31(9):2356-64. doi: 10.1093/molbev/msu185. Epub 2014 Jun 10.","Wertheim JO","Mol Biol Evol","2014","2014/06/12","PMC4137711",',"10.1093/molbev/msu185"
"35732627","The evolution of BDNF is defined by strict purifying selection and prodomain spatial coevolution, but what does it mean for human brain disease?","Lucaci AG, Notaras MJ, Kosakovsky Pond SL, Colak D.","Transl Psychiatry. 2022 Jun 22;12(1):258. doi: 10.1038/s41398-022-02021-w.","Lucaci AG","Transl Psychiatry","2022","2022/06/22","PMC9217794",',"10.1038/s41398-022-02021-w"
"12144013","Evolution of duplicated alpha-tubulin genes in ciliates","Israel RL, Kosakovsky Pond SL, Muse SV, Katz LA.","Evolution. 2002 Jun;56(6):1110-22. doi: 10.1111/j.0014-3820.2002.tb01425.x.","Israel RL","Evolution","2002","2002/07/30",',',"10.1111/j.0014-3820.2002.tb01425.x"
"32658964","Viral CpG Deficiency Provides No Evidence That Dogs Were Intermediate Hosts for SARS-CoV-2","Pollock DD, Castoe TA, Perry BW, Lytras S, Wade KJ, Robertson DL, Holmes EC, Boni MF, Kosakovsky Pond SL, Parry R, Carlton EJ, Wood JLN, Pennings PS, Goldstein RA.","Mol Biol Evol. 2020 Sep 1;37(9):2706-2710. doi: 10.1093/molbev/msaa178.","Pollock DD","Mol Biol Evol","2020","2020/07/14","PMC7454803",',"10.1093/molbev/msaa178"
"32102090","Analysis of unusual and signature APOBEC-mutations in HIV-1 pol next-generation sequences","Tzou PL, Kosakovsky Pond SL, Avila-Rios S, Holmes SP, Kantor R, Shafer RW.","PLoS One. 2020 Feb 26;15(2):e0225352. doi: 10.1371/journal.pone.0225352. eCollection 2020.","Tzou PL","PLoS One","2020","2020/02/27","PMC7043932",',"10.1371/journal.pone.0225352"
"15713735","Datamonkey: rapid detection of selective pressure on individual sites of codon alignments","Pond SL, Frost SD.","Bioinformatics. 2005 May 15;21(10):2531-3. doi: 10.1093/bioinformatics/bti320. Epub 2005 Feb 15.","Pond SL","Bioinformatics","2005","2005/02/17",',',"10.1093/bioinformatics/bti320"
"16818476","Automated phylogenetic detection of recombination using a genetic algorithm","Kosakovsky Pond SL, Posada D, Gravenor MB, Woelk CH, Frost SD.","Mol Biol Evol. 2006 Oct;23(10):1891-901. doi: 10.1093/molbev/msl051. Epub 2006 Jul 3.","Kosakovsky Pond SL","Mol Biol Evol","2006","2006/07/05",',',"10.1093/molbev/msl051"
"19378144","Detecting signatures of selection from DNA sequences using Datamonkey","Poon AF, Frost SD, Pond SL.","Methods Mol Biol. 2009;537:163-83. doi: 10.1007/978-1-59745-251-9_8.","Poon AF","Methods Mol Biol","2009","2009/04/21",',',"10.1007/978-1-59745-251-9_8"
